SummaryScore_SpatialSpan,RT_SpatialSpan,user_id,SummaryScore_targetDetection,RT_targetDetection,SummaryScore_VerbalAnalogies,RT_VerbalAnalogies,Residence,Language binary,Ethnicity,Sex,Education,Handedness,Occupation,Salary,timepoint_by_date,Age,Imputation,Device Summary,Normative,Age squared,Age decade
5.0,1829.0,2cecaf79a98d43b69f3d4975b82e1b22,56.0,1706.0,15,3601.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£0-10K,tp1,33.0,0,Apple phone,0,1089.0,30
6.0,2386.0,0ea40d8cba4e48c58518d75987bd7eeb,52.0,1465.0,24,2673.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£30-40K,tp1,36.0,0,Apple phone,0,1296.0,30
4.0,3313.0,a3b3ddbe27b94d1db5ec1e3746b78033,35.0,2084.0,20,3098.0,United States,English,American Hispanic,Female,01_School,Right handed,Worker,£20-30K,tp1,36.0,0,Android phone,0,1296.0,30
7.0,3949.0,60da7ab237c94767982dc2460803cc50,60.0,1380.0,12,3242.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£10-20K,tp1,40.0,0,Android phone,0,1600.0,30
7.0,3341.0,1a2b190e6294418cab29308eff199593,46.0,2043.5,16,3201.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£20-30K,tp1,39.0,0,Apple phone,0,1521.0,30
6.0,3747.0,53df0ccb2ec44af9b266739d506c5d9e,44.0,1729.0,20,3222.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£10-20K,tp1,38.0,0,Apple phone,0,1444.0,30
6.0,5442.5,766cc90f-449a-42ae-9ff2-5d45f182592b,67.0,1255.0,26,2261.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£20-30K,tp1,34.0,0,Android phone,0,1156.0,30
6.0,3253.5,e9595466388a4127a55e40c6d56754d1,48.0,1627.5,0,3179.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£30-40K,tp1,38.0,0,Apple phone,0,1444.0,30
5.0,5394.5,48bbe53c1eec41d7b22a6563fb1cd096,45.0,2118.0,9,5003.5,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£0-10K,tp1,36.0,0,Android phone,0,1296.0,30
4.0,2253.5,efe4c26b09a04ce8b69c4148431dcfbc,69.0,1226.0,28,2792.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£30-40K,tp1,40.0,0,Apple phone,0,1600.0,30
4.0,2752.5,cd7df063bc1c410bb0e64664c3dd7699,45.0,2225.0,7,4809.5,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£20-30K,tp1,34.0,0,Android phone,0,1156.0,30
5.0,4787.5,bdc226d1c6204d1bb1fc7b55411c9e1b,58.0,1815.5,0,2196.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£30-40K,tp1,36.0,0,Android phone,0,1296.0,30
8.0,4360.0,e8c618b3c13241ac810cffe2f644fabe,48.0,1724.0,16,2932.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£10-20K,tp1,33.0,0,Android phone,0,1089.0,30
6.0,2533.5,7f484a13-5b86-41ac-b9c5-a842067c3cfe,45.0,1603.0,15,3264.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£20-30K,tp1,31.0,0,Apple phone,0,961.0,30
6.0,3601.5,5ee3169b-a8fc-447f-8dc1-252c97950ed4,71.0,965.0,38,3131.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£30-40K,tp1,38.0,0,Android phone,0,1444.0,30
5.0,2891.0,0abc776378e64e2899ef2a79c9bf372f,58.0,1872.5,6,3107.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£30-40K,tp1,33.0,0,Android phone,0,1089.0,30
6.0,3738.0,f99a55d125df433ba048d7ccd5c6c9cb,72.0,1290.0,21,4116.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£30-40K,tp1,40.0,0,Apple phone,0,1600.0,30
8.0,2682.0,b1a8314e57c84ebcb06961a4c6f4dced,69.0,1013.0,27,2642.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£30-40K,tp1,31.0,0,Android phone,0,961.0,30
7.0,6368.0,63daeb523f4e4c4fbb52fa708322124e,69.0,1443.0,43,2598.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£50-60K,tp1,34.0,0,Android phone,0,1156.0,30
6.0,2572.0,7d72d90241d9460492f6551192fcdc57,69.0,1171.5,46,2160.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£20-30K,tp1,39.0,0,Android phone,0,1521.0,30
5.0,3091.0,6e703367718d44e0ab9a00bfde6ae0fc,67.0,1642.0,22,2202.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£0-10K,tp1,39.0,0,Android phone,0,1521.0,30
7.0,2125.0,c5fd682bcc2543338889447ca2ec6440,67.0,1433.0,48,2447.0,United States,English,American Hispanic,Female,01_School,Right handed,Worker,£40-50K,tp1,36.0,0,Android phone,0,1296.0,30
5.0,3484.0,cd92eebac1f340f280ebcd54772635cf,66.0,1104.0,27,2312.5,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£20-30K,tp1,38.0,0,Android phone,0,1444.0,30
8.0,6604.0,d657e0bdac024b6bb9ccfec8c25fd416,52.0,1986.0,41,2841.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£10-20K,tp1,33.0,0,Android phone,0,1089.0,30
6.0,4772.0,51c2307429d641a2bd8daeb9ea086c56,71.0,1129.0,8,3049.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£10-20K,tp1,38.0,0,Android phone,0,1444.0,30
7.0,2249.0,1a8640b1a12a489f98d7a2d812c88b7f,47.0,1581.0,42,2363.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£60-70K,tp1,36.0,0,Apple phone,0,1296.0,30
6.0,4354.0,835b7f95c05044479679916f7034a4c5,68.0,1476.5,13,6324.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£10-20K,tp1,40.0,0,Android phone,0,1600.0,30
7.0,2585.0,74d469fce78b442aa478f7cf592bf984,71.0,877.0,26,2343.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£10-20K,tp1,38.0,0,Android phone,0,1444.0,30
6.0,2920.0,1e5d6f9b7663452aaa9c6891207c7a29,64.0,1197.0,34,2392.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£60-70K,tp1,40.0,0,Apple phone,0,1600.0,30
6.0,2225.0,b3b627e8-91d0-4f26-a641-c218cebcbbe3,64.0,1293.0,43,1360.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£20-30K,tp1,32.0,0,Apple phone,0,1024.0,30
6.0,2886.0,a9b1f10d-671d-4f1c-a348-e70b5fc436df,71.0,745.5,34,3417.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£0-10K,tp1,34.0,0,Android phone,0,1156.0,30
3.0,3392.0,c8c824a71df44c4e8757f88c46380069,44.0,2186.0,7,4373.5,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£30-40K,tp1,31.0,0,Android phone,0,961.0,30
6.0,2955.0,db719c2d50ec4ea399aa84538e9ae285,49.0,1740.0,21,3232.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£20-30K,tp1,36.0,0,Android phone,0,1296.0,30
6.0,2546.0,d4fc5eecd2f247c18bfc6302d36338df,58.0,1613.0,4,3534.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£20-30K,tp1,34.0,0,Apple phone,0,1156.0,30
6.0,3492.0,36842f1cfa634c02b2c0f91a51f9f43f,38.0,1994.0,29,4123.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£20-30K,tp1,39.0,0,Android phone,0,1521.0,30
5.0,3512.0,506959fdcbd24fddbb61dcbef87765ed,69.0,1158.0,30,3826.0,United Kingdom,Other,American Hispanic,Female,01_School,Ambidextrous,Worker,£30-40K,tp1,38.0,0,Android phone,0,1444.0,30
5.0,4713.5,87be628c-2e12-4841-87de-a299e066fe5e,49.0,1793.0,-2,4598.0,United Kingdom,Other,American Hispanic,Female,01_School,Left handed,Worker,£10-20K,tp1,33.0,0,Windows Computer,0,1089.0,30
7.0,2866.0,f08ad20ef6224acd94d60a90bf7561db,43.0,1913.0,36,2099.0,Netherlands,Other,American Hispanic,Female,01_School,Left handed,Worker,£10-20K,tp1,33.0,0,Android phone,0,1089.0,30
3.0,2102.0,62ff2fa674f24a6590b556e47870ec0f,67.0,1157.0,31,3631.0,United Kingdom,Other,American Hispanic,Female,01_School,Left handed,Worker,£30-40K,tp1,34.0,0,Apple phone,0,1156.0,30
7.0,3414.0,4ebedb10f6e64ad4ad55e579d5ff4466,70.0,1075.0,7,2160.5,United Kingdom,Other,American Hispanic,Female,01_School,Right handed,Worker,£10-20K,tp1,34.0,0,Android phone,0,1156.0,30
6.0,4243.0,b66e2533f05a4eab883b0f559fb8ee48,51.0,1371.5,32,2784.0,United Kingdom,Other,American Hispanic,Female,01_School,Right handed,Worker,£20-30K,tp1,40.0,0,Apple phone,0,1600.0,30
6.0,2910.0,397d82eb1d21437986200dfa662162ba,71.0,1226.0,16,4935.0,United Kingdom,Other,American Hispanic,Female,01_School,Right handed,Worker,£0-10K,tp1,35.0,0,Android phone,0,1225.0,30
4.0,2127.5,a6239e0950e849daae114bab2e9c9111,41.0,1903.0,21,2919.0,United Kingdom,Other,American Hispanic,Female,01_School,Right handed,Worker,£50-60K,tp1,39.0,0,Apple phone,0,1521.0,30
6.0,4598.0,03607c52009a4b3f963944f2a2a7558c,68.0,1076.5,8,4800.0,United Kingdom,Other,American Hispanic,Female,01_School,Right handed,Worker,£80-90K,tp1,33.0,0,Apple phone,0,1089.0,30
4.0,3338.0,91b641f3641a49598cbb634a249046d3,48.0,1827.5,11,3062.0,United Kingdom,Other,American Hispanic,Female,01_School,Right handed,Worker,£20-30K,tp1,34.0,0,Apple phone,0,1156.0,30
8.0,2369.0,e47f95ec3627462a956271c50939e87e,71.0,794.0,39,2395.0,Mexico,Other,American Hispanic,Female,01_School,Right handed,Worker,£10-20K,tp1,31.0,0,Windows Computer,0,961.0,30
7.0,5742.0,c85b2454-a692-40c7-8bd5-8b2c82c9ddb1,45.0,1693.0,6,4873.0,United States,Other,American Hispanic,Female,01_School,Right handed,Worker,£0-10K,tp1,32.0,0,Apple phone,0,1024.0,30
6.0,4171.0,50dd1fe724f24e24b9a8c3fce8bd18a8,62.0,1698.0,23,4264.0,United Kingdom,Other,American Hispanic,Female,01_School,Right handed,Worker,£90-100K,tp1,40.0,0,Android phone,0,1600.0,30
5.0,2792.0,9253c723014e4f78ae95e297e4099a65,71.0,1235.0,6,4599.0,United Kingdom,Other,American Hispanic,Female,01_School,Right handed,Worker,£10-20K,tp1,36.0,0,Android phone,0,1296.0,30
7.0,3074.5,0942606af4e142f29cafed6a5d411f2a,70.0,922.0,24,3388.0,United Kingdom,Other,American Hispanic,Female,01_School,Right handed,Worker,£50-60K,tp1,35.0,0,Apple phone,0,1225.0,30
6.0,3814.0,90d8eff78d5c4909b3b2d01b7eadde32,53.0,1646.0,29,3837.5,United Kingdom,Other,American Hispanic,Female,01_School,Right handed,Worker,>100K,tp1,37.0,0,Android phone,0,1369.0,30
6.0,4586.5,8919d0bb-24dd-4e56-a3db-12e941e7ced9,56.0,2058.0,24,2864.0,United Kingdom,Other,American Hispanic,Female,01_School,Right handed,Worker,£30-40K,tp1,37.0,0,Android phone,0,1369.0,30
7.0,3143.0,e2f17594edff4de89a8d8c00a61b788a,69.0,1045.0,26,4758.0,United Kingdom,Other,American Hispanic,Female,01_School,Right handed,Worker,£70-80K,tp1,35.0,0,Apple phone,0,1225.0,30
5.0,3596.0,ba8455631b0a42b9b92c8c8b3c4fdc46,70.0,919.0,6,6245.0,United Kingdom,Other,American Hispanic,Female,01_School,Right handed,Worker,£40-50K,tp1,40.0,0,Apple phone,0,1600.0,30
5.0,2318.0,adaf07a88a9046109e6b6e76157aa2c2,68.0,1407.0,2,3184.0,United Kingdom,Other,American Hispanic,Female,01_School,Right handed,Worker,£30-40K,tp1,38.0,0,Apple phone,0,1444.0,30
6.0,2427.0,e1cb2c07-5944-42f0-8584-de3202f8d70f,64.0,1190.0,0,5760.0,United Kingdom,Other,American Hispanic,Female,01_School,Right handed,Worker,£30-40K,tp1,40.0,0,Android phone,0,1600.0,30
4.0,2856.0,9b5a36a77965433e8a90721b7501c2db,56.0,1674.0,36,4002.0,United Kingdom,English,American Hispanic,Female,01_School,Ambidextrous,Worker,£20-30K,tp1,48.0,0,Apple phone,0,2304.0,40
6.0,4569.0,7863362e1ddd45fa9e3f73c82a7233b3,65.0,1411.0,16,4266.0,United Kingdom,English,American Hispanic,Female,01_School,Ambidextrous,Worker,£10-20K,tp1,42.0,0,Apple phone,0,1764.0,40
5.0,3286.0,4654d06059ae4175bae7e62307781675,47.0,1382.0,12,3256.0,United Kingdom,English,American Hispanic,Female,01_School,Ambidextrous,Worker,£10-20K,tp1,44.0,0,Android tablet,0,1936.0,40
5.0,3062.0,aee334934be640b8926136a274eb36b7,70.0,1013.0,10,3558.0,United Kingdom,English,American Hispanic,Female,01_School,Ambidextrous,Worker,£10-20K,tp1,42.0,0,Apple tablet,0,1764.0,40
5.0,2189.0,7492210f32544de7b0c19deb5d79ac74,42.0,1625.0,15,4902.0,United Kingdom,English,American Hispanic,Female,01_School,Left handed,Worker,£20-30K,tp1,50.0,0,Apple phone,0,2500.0,40
4.0,5261.5,4f8afeefbca442f584cbda54262d43ea,54.0,2015.0,1,2264.5,United Kingdom,English,American Hispanic,Female,01_School,Left handed,Worker,£40-50K,tp1,47.0,0,Android phone,0,2209.0,40
7.0,2187.0,53c173ce2d104688b57056a8dbff88a8,68.0,1104.0,43,2337.5,United Kingdom,English,American Hispanic,Female,01_School,Left handed,Worker,£50-60K,tp1,43.0,0,Android phone,0,1849.0,40
6.0,3299.5,c88c0c26643d477fa49ac9559e25ecdd,67.0,1455.0,26,3354.0,United Kingdom,English,American Hispanic,Female,01_School,Left handed,Worker,£10-20K,tp1,45.0,0,Apple phone,0,2025.0,40
5.0,3294.0,88f5a519ec4e40dabf0a29c4c034d1c1,60.0,1567.5,17,4222.5,United Kingdom,English,American Hispanic,Female,01_School,Left handed,Worker,£20-30K,tp1,48.0,0,Android phone,0,2304.0,40
6.0,2598.5,527dd5b086364050a872d3975c234672,44.0,2292.5,13,3940.5,United Kingdom,English,American Hispanic,Female,01_School,Left handed,Worker,£10-20K,tp1,41.0,0,Android phone,0,1681.0,40
5.0,3421.0,8e04f6f0-956a-459c-85f0-8b3ebd912a1e,69.0,1475.5,18,5446.0,United Kingdom,English,American Hispanic,Female,01_School,Left handed,Worker,£10-20K,tp1,44.0,0,Android phone,0,1936.0,40
7.0,2226.0,15c657335b4a4f369d2b136629260dbd,69.0,1381.5,38,2699.0,United Kingdom,English,American Hispanic,Female,01_School,Left handed,Worker,£10-20K,tp1,48.0,0,Android phone,0,2304.0,40
7.0,3290.0,8bb76a3045ee444f9126d9a90406f57c,71.0,1050.0,13,4832.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£10-20K,tp1,41.0,0,Apple phone,0,1681.0,40
5.0,4094.0,e43f580c8a9d46078b30f6fa022f9f39,64.0,1468.0,38,2825.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£30-40K,tp1,48.0,0,Android phone,0,2304.0,40
5.0,6453.0,7c7479aa-c12a-4a5c-85ad-9261ce134698,39.0,1789.0,18,4618.0,Ireland {Republic},English,American Hispanic,Female,01_School,Right handed,Worker,£40-50K,tp1,48.0,0,Android phone,0,2304.0,40
6.0,3651.0,5dfda41fc5124954afec8323de3418b2,43.0,2473.0,20,4829.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£50-60K,tp1,48.0,0,Android phone,0,2304.0,40
5.0,3327.0,c4a403ebc160483caa55d90370cfc96f,71.0,1261.0,13,2698.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£20-30K,tp1,41.0,0,Android phone,0,1681.0,40
5.0,3615.0,dda06d4c03984f459fea3048908870cb,39.0,3133.0,33,2837.5,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£20-30K,tp1,48.0,0,Android phone,0,2304.0,40
5.0,3186.0,0a24d031-9c6c-4110-8840-6d76f31d0840,50.0,2196.5,21,4489.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£40-50K,tp1,48.0,0,Android phone,0,2304.0,40
8.0,3740.0,78882ab195244af3809a3b4d4c405f2e,56.0,1994.5,42,2532.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£20-30K,tp1,43.0,0,Android phone,0,1849.0,40
7.0,3487.0,2ffdfb41-9e76-4771-8d7f-8ce12a3c3fba,65.0,1464.0,18,2484.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£50-60K,tp1,47.0,0,Apple Computer,0,2209.0,40
7.0,6764.5,431b408d85c6430b868b919d188db36e,61.0,1603.0,18,5183.0,Spain,English,American Hispanic,Female,01_School,Right handed,Worker,£30-40K,tp1,46.0,0,Android phone,0,2116.0,40
6.0,5959.0,69fb4b5b07144c76915168778bd6ee30,47.0,1635.0,8,3209.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£10-20K,tp1,46.0,0,Android tablet,0,2116.0,40
5.0,4439.0,acfd030a10ad498cba7c438519f44eaf,69.0,1626.0,26,2759.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£10-20K,tp1,50.0,0,Android phone,0,2500.0,40
6.0,4284.5,b6670679a56949978cd279f527b41b71,61.0,1745.0,25,3668.5,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£0-10K,tp1,44.0,0,Android phone,0,1936.0,40
6.0,2321.0,8f3648c131c8442ab96a386a338dae81,72.0,1015.5,30,3114.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£70-80K,tp1,48.0,0,Apple phone,0,2304.0,40
9.0,4327.5,86af227e3aaa4bb697aa3b41cdeec837,69.0,1134.0,17,4111.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£20-30K,tp1,48.0,0,Apple Computer,0,2304.0,40
5.0,3765.0,5bc575d3f69b4ab1a4ed29aae604dbe7,59.0,1800.0,21,4622.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£0-10K,tp1,41.0,0,Apple phone,0,1681.0,40
5.0,3768.0,0fd5e0d18d5d454e9da37c962b6eccf7,64.0,1532.5,20,2992.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£20-30K,tp1,45.0,0,Apple phone,0,2025.0,40
5.0,2759.5,f3e85d939e164cbbacf75feba3f85e57,44.0,2478.5,22,3495.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£10-20K,tp1,48.0,0,Linux computer,0,2304.0,40
5.0,4081.5,8f4f937b04a04230ad6156e4305be319,72.0,860.0,6,4133.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£40-50K,tp1,45.0,0,Android phone,0,2025.0,40
6.0,3169.5,02bd6cebf0824a33be1db6be7565b794,68.0,1177.0,33,3974.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£40-50K,tp1,49.0,0,Android tablet,0,2401.0,40
5.0,3330.0,9d143b55c0464e628c3e1e91ff6146d4,67.0,1024.0,24,2755.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£30-40K,tp1,49.0,0,Apple phone,0,2401.0,40
5.0,2724.0,0b0635743d294dc9abcca2e7ef81a045,47.0,1419.0,18,4456.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£40-50K,tp1,41.0,0,Apple phone,0,1681.0,40
7.0,3693.5,6a29bcf3c1584b848a14e9d4dea1a4b8,67.0,1186.0,22,5361.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£20-30K,tp1,41.0,0,Android phone,0,1681.0,40
6.0,2871.0,64172b48442d4fcfa0b3e4bc6dcb18ad,54.0,2221.0,33,2920.0,United States,English,American Hispanic,Female,01_School,Right handed,Worker,>100K,tp1,47.0,0,Apple tablet,0,2209.0,40
7.0,3496.0,793fd7b68119472a8eb7703f7851804d,71.0,1290.0,11,2297.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£0-10K,tp1,44.0,0,Apple phone,0,1936.0,40
5.0,3809.0,6be1e732cc314c2abb45760483752782,50.0,2207.5,19,5998.5,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£20-30K,tp1,50.0,0,Android phone,0,2500.0,40
5.0,4324.0,42944346b98d41baa0e39c4b5c94d9fa,55.0,1768.5,8,3180.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£20-30K,tp1,42.0,0,Android phone,0,1764.0,40
3.0,1931.0,8849888731a049afa67cd2ba980fc786,47.0,2101.0,3,340.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£10-20K,tp1,50.0,0,Apple Computer,0,2500.0,40
7.0,5077.0,3766b6b855c2433a8d701e2a96b7960e,65.0,1008.5,19,3246.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£20-30K,tp1,50.0,0,Android phone,0,2500.0,40
4.0,2740.5,27bd3b9e77454ea8a6f5c43680f025e6,63.0,1303.0,15,3898.5,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£30-40K,tp1,43.0,0,Apple phone,0,1849.0,40
5.0,2161.0,5e16efdde9894759bfddc1460dd2a813,61.0,1439.0,-1,2329.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£0-10K,tp1,41.0,0,Apple phone,0,1681.0,40
5.0,3079.5,b1745d805f4a4ad9a8b2c709f5f937f1,67.0,1185.0,18,1713.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£20-30K,tp1,50.0,0,Android phone,0,2500.0,40
6.0,2765.5,5059d5bc18ff4a26835d3efa44c4fbfa,47.0,1618.5,26,3395.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£40-50K,tp1,46.0,0,Apple phone,0,2116.0,40
5.0,2582.5,863b1893161f4e1c937dd7fb72bfb31f,61.0,1634.0,21,3155.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£30-40K,tp1,45.0,0,Android phone,0,2025.0,40
6.0,3656.0,8f9bbcc9-3629-4afc-8dc5-97fa9a305b0b,67.0,1050.5,21,3301.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£70-80K,tp1,41.0,0,Android phone,0,1681.0,40
5.0,2741.0,09f426c4904a4e709c4250752914dfd3,55.0,1764.0,31,2602.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£20-30K,tp1,42.0,0,Apple phone,0,1764.0,40
6.0,4887.0,4025643b264f4eed9acefddfab196f6d,50.0,2610.0,-14,1196.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£20-30K,tp1,45.0,0,Android phone,0,2025.0,40
7.0,4877.0,d868290c20014209932d591449f17d6d,52.0,2294.0,26,4099.0,United Kingdom,English,American Hispanic,Female,01_School,Right handed,Worker,£0-10K,tp1,47.0,0,Android phone,0,2209.0,40
6.0,4526.0,352f0542d7f54d098ca89dbdb49e5e60,72.0,1000.0,31,3181.5,France,English,American Hispanic,Female,01_School,Right handed,Worker,£20-30K,tp1,41.0,0,Android phone,0,1681.0,40
4.0,5296.0,e0ff0a58974c47a19aca18ca2b727950,30.0,1949.5,7,5073.0,United Kingdom,Other,American Hispanic,Female,01_School,Right handed,Worker,£10-20K,tp1,46.0,0,Windows Computer,0,2116.0,40
4.0,2000.5,a6acb4fd48c24ab198982a40be6591bc,66.0,1377.5,19,3730.0,Italy,Other,American Hispanic,Female,01_School,Right handed,Worker,£10-20K,tp1,50.0,0,Apple phone,0,2500.0,40
7.0,5501.0,750436b2eab443e6b3c8c307c1c1e9d8,70.0,1604.5,6,8038.0,United Kingdom,Other,American Hispanic,Female,01_School,Right handed,Worker,£0-10K,tp1,50.0,0,Android phone,0,2500.0,40
4.0,4162.0,0a18a1ebd2a74270adc5298f670b2b46,66.0,1570.5,21,6708.0,United Kingdom,Other,American Hispanic,Female,01_School,Right handed,Worker,£20-30K,tp1,45.0,0,Apple Computer,0,2025.0,40
5.0,3856.0,e0c52f05a8df417ca4b572a3f1de1f2a,63.0,1275.0,25,4240.5,United Kingdom,English,American Hispanic,Female,01_School,Ambidextrous,Worker,£20-30K,tp1,51.0,0,Apple Computer,0,2601.0,50
6.0,4133.5,c55a48141ca440b89943e871e1b46499,40.0,2057.0,16,3695.0,United Kingdom,English,American Hispanic,Female,01_School,Ambidextrous,Worker,£10-20K,tp1,59.0,0,Android phone,0,3481.0,50
5.0,5925.0,40bde49c0a514c7fbf11e5939a6b15d6,58.0,1670.0,-10,3916.0,United Kingdom,English,American Hispanic,Female,01_School,Ambidextrous,Worker,£10-20K,tp1,60.0,0,Android phone,0,3600.0,50
6.0,3285.0,fad78bb22f1d4f4c8fd561f777851263,63.0,1791.0,29,3221.5,United Kingdom,English,American Hispanic,Female,01_School,Left handed,Worker,£10-20K,tp1,51.0,0,Android phone,0,2601.0,50
